Date,Year,Pitcher,PitcherThrows,Inning,PAofInning,BatterSide,PitchofPA,Balls,Strikes,PitchType,ReleaseSpeed,InducedVertBreak,HorzBreak,ReleaseHeight,ReleaseSide,Extension,PlateHeight,PlateSide,SpinRate,SpinAxis,swing_prob,whiff_prob_gs,whiff_prob
5/15/2021,2021,Pitcher X,Right,6,1,Left,5,1,2,FASTBALL,91.08126293,19.05266767,-1.196052277,6.887078918,0.891120931,5.914610688,4.510599022,-0.528968763,2170.544553,191.1850198,0.087092996,0.573447347,0.049943247
5/15/2021,2021,Pitcher X,Right,6,1,Left,6,2,2,CURVEBALL,77.41508007,-11.5519241,-10.13332514,6.941543829,0.804384504,5.87400865,1.176689309,-0.387586225,2770.133166,22.5447909,0.714081347,0.515677691,0.36823582
5/15/2021,2021,Pitcher X,Right,6,1,Left,7,3,2,FASTBALL,92.51197564,18.00891152,-0.064025902,6.837147562,0.829535136,6.069352915,3.25082234,-0.425223764,2167.184771,193.8066634,0.971924126,0.107126258,0.104118595
5/15/2021,2021,Pitcher X,Right,6,1,Left,8,3,2,CUTTER,87.92535886,5.138915279,-9.362987373,6.819209712,0.720248216,6.056321513,2.180412348,-0.135955836,2286.716243,153.0281846,0.944685102,0.145014077,0.136992638
5/15/2021,2021,Pitcher X,Right,6,2,Right,1,0,0,CURVEBALL,75.67217402,-6.924227364,-5.704860475,6.86432349,0.608278834,5.818875414,1.963574912,-0.277904163,2585.994712,25.5651249,0.388387084,0.199576557,0.077512957
5/15/2021,2021,Pitcher X,Right,6,2,Right,2,0,1,CUTTER,87.35399531,5.495876022,-7.636404717,6.880544669,0.728412173,5.869564976,2.723806314,-0.38335283,2276.656175,165.6970996,0.882481337,0.193182811,0.170480225
5/15/2021,2021,Pitcher X,Right,6,3,Left,1,0,0,CURVEBALL,73.60252192,-15.00781394,-11.90929084,6.803346108,0.796245028,5.796231851,2.452953941,1.041165084,2604.245258,26.13865552,0.030035989,0.137169361,0.004120017
5/15/2021,2021,Pitcher X,Right,6,3,Left,2,0,1,CURVEBALL,73.90006916,-13.77210368,-12.15674841,6.843401489,0.734025349,5.861635683,1.336333303,-0.435398616,2578.062363,22.81936391,0.654560685,0.581172585,0.380412726
5/22/2021,2021,Pitcher X,Right,1,1,Left,1,0,0,FASTBALL,92.23011208,17.87623759,5.741959645,6.914340636,0.796620538,5.897482737,2.920494112,0.268112115,2073.912087,196.1075451,0.546153784,0.16564168,0.09046583
5/22/2021,2021,Pitcher X,Right,1,1,Left,2,0,1,CURVEBALL,75.56591318,-13.77832835,-6.013470068,6.878914574,0.672623245,5.916079493,2.38212712,-0.424212735,2555.446788,29.10944436,0.585177958,0.119423002,0.069883708
5/22/2021,2021,Pitcher X,Right,1,2,Left,1,0,0,FASTBALL,93.48918334,20.46965668,3.785933232,6.933209747,0.724223145,5.98216995,3.309017304,0.240132954,2203.172619,200.3207987,0.515968323,0.324027389,0.167187869
5/22/2021,2021,Pitcher X,Right,1,2,Left,2,0,1,CHANGEUP,82.8018676,11.05857485,12.40722512,6.741301479,0.776036903,5.931144118,2.795409221,0.430985625,1285.296314,220.7413407,0.848930061,0.14544639,0.123473813
5/22/2021,2021,Pitcher X,Right,1,2,Left,3,0,2,FASTBALL,91.99409023,16.00617281,-1.59191947,6.75496111,0.876916307,6.087051233,1.447376401,-0.671756268,2435.720958,174.0694214,0.483549207,0.137402982,0.066441103
5/22/2021,2021,Pitcher X,Right,1,2,Left,4,1,2,CUTTER,87.33346433,1.825641872,-7.867751997,6.733834998,0.973240035,6.082748005,0.848178892,-1.491636953,2458.646199,131.5402318,0.33517465,0.878544867,0.294465968
5/22/2021,2021,Pitcher X,Right,1,2,Left,5,2,2,CURVEBALL,78.56677961,-19.08168148,-1.685525777,6.868385502,0.7451793,5.839616122,-1.240949756,-0.239819664,2893.041228,15.29108551,0.032086272,0.904041588,0.029007324
5/22/2021,2021,Pitcher X,Right,1,2,Left,6,3,2,FASTBALL,94.50086123,20.27480819,6.453785567,6.853644546,0.718129656,6.053926561,2.467266439,-0.208548823,2278.878811,195.4628495,0.981352508,0.077059597,0.075622629
5/22/2021,2021,Pitcher X,Right,1,3,Left,1,0,0,FASTBALL,92.84847896,17.61370135,0.051458268,6.854444742,0.581358216,5.949489969,3.135321481,-0.76953422,2155.716585,191.4074015,0.572126508,0.114064366,0.065259247
5/22/2021,2021,Pitcher X,Right,1,3,Left,2,0,1,CHANGEUP,83.6508565,9.176923932,15.84390147,6.681566186,0.802131918,6.097303976,0.464864104,0.686467834,1312.51043,219.8284344,0.179239243,0.929508626,0.166604423
5/22/2021,2021,Pitcher X,Right,1,3,Left,3,1,1,CHANGEUP,83.62468458,10.14221344,13.84541156,6.641864362,0.784121146,6.107385416,1.333849267,0.450666554,1335.078351,221.7502982,0.736523926,0.42069903,0.309854901
5/22/2021,2021,Pitcher X,Right,1,3,Left,4,1,2,CUTTER,89.07968727,8.40843538,-3.40163305,6.838734482,0.905217678,5.732683052,3.672951314,-0.023321363,2281.751842,174.2061421,0.800815821,0.397694707,0.318480213
5/22/2021,2021,Pitcher X,Right,1,3,Left,5,1,2,FASTBALL,92.79028196,19.62968832,1.917209037,6.783454875,0.666309409,6.080267729,3.311621231,0.087905892,2176.165515,194.1076874,0.979126334,0.17994763,0.176191463
5/22/2021,2021,Pitcher X,Right,1,3,Left,6,1,2,CHANGEUP,82.69357132,11.64986462,12.28211631,6.645578233,0.844790881,5.983286407,3.302453652,1.413593769,1301.931673,211.736883,0.385169178,0.266950667,0.102821169
5/22/2021,2021,Pitcher X,Right,1,4,Right,1,0,0,CURVEBALL,78.15682498,-15.11260528,-8.358085642,6.80091513,0.579562216,6.112289834,1.245089625,-0.326873111,2674.967758,31.57461752,0.263762772,0.563931227,0.148744064
5/22/2021,2021,Pitcher X,Right,1,4,Right,2,0,1,FASTBALL,90.60840886,18.69391634,0.588284307,6.71821628,0.566845323,6.068850013,4.077644831,0.555546622,1989.141649,195.9373754,0.183780447,0.573154747,0.105334635
5/22/2021,2021,Pitcher X,Right,1,4,Right,3,1,1,CURVEBALL,78.03327167,-11.73101286,-13.9796486,6.746894375,0.720793761,6.080446029,1.420060545,-0.038272895,2724.654003,24.69731573,0.709373713,0.351019353,0.249003901
5/22/2021,2021,Pitcher X,Right,1,4,Right,4,1,2,CHANGEUP,83.93723233,7.719400845,13.15346433,6.628629316,0.669375867,6.116913111,0.974434974,1.090230397,1321.141885,227.4393905,0.37943086,0.637005687,0.241699616
5/22/2021,2021,Pitcher X,Right,1,4,Right,5,2,2,CURVEBALL,78.1122665,-13.89162032,-12.14993518,6.7437187,0.776215379,5.975222019,1.896466455,-0.172713337,2815.089984,32.28052535,0.937352657,0.141838774,0.132952952
5/22/2021,2021,Pitcher X,Right,1,5,Left,1,0,0,CHANGEUP,84.08415895,7.066873428,14.17284709,6.635030158,0.8323418,6.155393462,0.752160736,0.620072919,1329.898704,213.2400162,0.202704698,0.867279112,0.17580155
5/22/2021,2021,Pitcher X,Right,1,5,Left,2,1,0,CURVEBALL,75.69883102,-16.63910299,-2.941779087,6.717760949,0.875218657,5.909403129,0.408294385,1.088819365,2658.608657,32.04108379,0.034558546,0.876388013,0.030286695
5/22/2021,2021,Pitcher X,Right,1,5,Left,3,2,0,FASTBALL,92.68870614,21.30005413,2.289001388,6.735330371,0.753207009,6.116075349,2.416723457,-0.61145467,2261.876835,196.2029813,0.749216318,0.05525706,0.041399491
5/22/2021,2021,Pitcher X,Right,1,5,Left,4,2,1,CURVEBALL,76.68006393,-14.23630424,-8.208951672,6.845241635,0.751102811,5.759763606,1.562405722,0.199924193,2776.676516,28.31204538,0.721437573,0.342560738,0.247136188
5/22/2021,2021,Pitcher X,Right,1,6,Right,1,0,0,FASTBALL,93.23336092,20.14415741,-0.454518769,6.85838817,0.684830355,6.077273649,2.403488612,-0.214061311,2089.94535,196.8583493,0.537383556,0.2198046,0.118119378
5/22/2021,2021,Pitcher X,Right,1,6,Right,2,0,1,FASTBALL,93.8361792,19.42410153,-0.565735197,6.840969099,0.604696541,6.067214843,2.292259151,-0.99027968,2189.08187,193.5347217,0.496494532,0.214832708,0.106663265
5/22/2021,2021,Pitcher X,Right,1,6,Right,3,1,1,CUTTER,89.25972326,6.855210674,-6.414858768,6.858788251,0.683671676,5.918808788,1.829188957,-0.384104277,2361.211107,161.3477609,0.852540255,0.190091699,0.162060826
5/22/2021,2021,Pitcher X,Right,1,6,Right,4,1,2,FASTBALL,93.42533895,19.43037518,0.473228439,6.893456776,0.624608426,6.006077442,2.402859268,-1.423243528,2239.849347,191.2100348,0.404295892,0.184079632,0.074422639
5/22/2021,2021,Pitcher X,Right,1,6,Right,5,2,2,FASTBALL,94.15060417,19.80441203,2.868580785,6.834126349,0.58329726,5.929467923,1.143774424,-0.410795937,2256.590116,196.0903911,0.193583444,0.137675583,0.026651714
5/22/2021,2021,Pitcher X,Right,1,6,Right,6,3,2,CUTTER,90.89710549,10.33675346,-3.906821603,6.843460219,0.574073026,5.972936677,2.35457528,-0.812012604,2294.564262,168.1638246,0.954527915,0.094987474,0.090668196
5/22/2021,2021,Pitcher X,Right,1,6,Right,7,3,2,FASTBALL,92.35242124,17.95265225,2.360590444,6.730926677,0.605506845,6.04918272,1.423852303,0.397214274,2082.824187,195.5071796,0.59556663,0.061369687,0.036549738
5/22/2021,2021,Pitcher X,Right,1,7,Right,1,0,0,CUTTER,90.09601815,7.756580446,-6.798358237,6.833079546,0.612466853,5.967844119,1.097652842,-0.677403324,2269.637062,175.7152793,0.350724638,0.784070253,0.274992755
5/22/2021,2021,Pitcher X,Right,1,7,Right,2,1,0,CUTTER,89.53671746,7.793878976,-6.594772677,6.843867502,0.653422688,5.977755135,1.074147893,-0.795119126,2242.120776,176.2847167,0.413790524,0.719423771,0.297690739
5/22/2021,2021,Pitcher X,Right,1,7,Right,3,2,0,FASTBALL,93.06322976,19.05423028,2.269830032,6.817897559,0.693084574,6.095341098,2.191741307,-0.154852764,2087.780978,198.7579453,0.72323525,0.154564366,0.111786398
5/22/2021,2021,Pitcher X,Right,1,7,Right,4,2,1,CURVEBALL,76.48688193,-14.7488911,-7.049874597,6.793989332,0.669922583,5.92311286,2.371877514,-0.333019708,2737.559565,28.99914372,0.750247419,0.147955075,0.111002913
5/22/2021,2021,Pitcher X,Right,1,8,Right,1,0,0,FASTBALL,93.19857438,20.43115377,2.182352705,6.849310028,0.669289542,6.016575785,3.165953306,0.423522617,2187.913096,198.8566635,0.517968416,0.290573448,0.150507869
5/22/2021,2021,Pitcher X,Right,1,9,Right,1,0,0,FASTBALL,93.45683187,19.51730463,1.755576507,6.834162433,0.492481745,6.156069205,1.028996879,-0.140201295,2227.35404,193.8574749,0.041489456,0.170032412,0.007054552
5/22/2021,2021,Pitcher X,Right,1,9,Right,2,1,0,FASTBALL,93.07116872,19.79055429,2.700361947,6.726302991,0.618136675,6.154834342,1.250681123,-0.706811651,2192.649129,195.638259,0.077213503,0.226843327,0.017515368
5/22/2021,2021,Pitcher X,Right,1,9,Right,3,2,0,FASTBALL,93.99445966,19.32709133,-0.814384195,6.780460907,0.574508351,6.183913943,1.741846429,-0.597493635,2225.293532,195.4544153,0.435844421,0.156575948,0.068242753
5/22/2021,2021,Pitcher X,Right,1,9,Right,4,2,1,CUTTER,90.67105085,7.388097385,-4.151083724,6.831825362,0.758308904,6.169067245,2.57471596,-0.19662204,2292.131231,163.1690791,0.933946013,0.117557026,0.109791916
5/22/2021,2021,Pitcher X,Right,1,9,Right,5,2,2,FASTBALL,95.40605227,19.27382627,2.231676423,6.822062353,0.488962975,6.128583047,2.107018261,-0.417615759,2210.695978,195.03483,0.92798382,0.164578065,0.152725782
5/22/2021,2021,Pitcher X,Right,1,9,Right,6,2,2,CURVEBALL,76.62785965,-16.05058407,-8.623053715,6.851932482,0.706320642,5.975795276,3.038670811,0.028663076,2673.255627,20.93498436,0.797314525,0.062219471,0.049608488
5/22/2021,2021,Pitcher X,Right,2,1,Left,1,0,0,FASTBALL,92.06923034,20.82012255,2.087446546,6.920173353,0.848329021,5.800190775,4.332390414,0.851247909,2149.824426,196.1158492,8.94E-03,0.591311932,5.28E-03
5/22/2021,2021,Pitcher X,Right,2,1,Left,2,1,0,FASTBALL,93.00327991,19.40574838,-0.36813009,6.801968512,0.745677092,6.013292738,2.99724107,0.369995226,2118.613769,192.5376748,0.468320966,0.192606315,0.090201575
5/22/2021,2021,Pitcher X,Right,2,1,Left,3,1,1,CHANGEUP,82.69985354,10.90040529,15.42250843,6.677313068,1.006058491,5.836767451,2.595176451,1.494904613,1234.378163,218.136346,0.243116707,0.370414346,0.090053916
5/22/2021,2021,Pitcher X,Right,2,1,Left,4,2,1,CHANGEUP,84.28883373,15.20942794,16.06839794,6.710198967,0.864507392,6.114337272,2.314406159,0.466645782,1341.453569,209.7375119,0.937990844,0.204026565,0.19137505
5/22/2021,2021,Pitcher X,Right,2,1,Left,5,2,2,CHANGEUP,83.56146573,11.84054051,15.56947747,6.691671452,0.852107498,5.872986347,2.76714037,1.080821575,1309.607545,216.3575071,0.872425973,0.154321641,0.134634208
5/22/2021,2021,Pitcher X,Right,2,2,Left,1,0,0,FASTBALL,92.15970559,20.3455797,2.387459764,6.775763509,0.665369062,6.064587473,3.966337607,-0.061129289,2179.744028,200.7673034,0.223880857,0.494979858,0.110816515
5/22/2021,2021,Pitcher X,Right,2,2,Left,2,1,0,CHANGEUP,81.48168301,10.11636357,15.00688292,6.65443196,0.668129297,6.058263716,3.880599293,0.113770677,1292.446212,212.7018093,0.041226134,0.229478076,0.009460494
5/22/2021,2021,Pitcher X,Right,2,2,Left,3,2,0,CUTTER,87.33342917,7.52007135,-7.14047243,6.767970732,0.818590496,5.985379474,1.912836254,0.504067675,2238.853359,166.7129625,0.183829784,0.152517453,0.02803725
5/22/2021,2021,Pitcher X,Right,2,2,Left,4,2,1,CHANGEUP,83.29409344,13.41199193,10.59078694,6.530065974,0.679153221,6.348217752,0.156303011,-0.396427267,1237.948305,217.7273594,0.021283651,0.940296948,0.020012952
5/22/2021,2021,Pitcher X,Right,2,2,Left,5,3,1,CUTTER,89.15754575,8.945497374,-5.290467112,6.790114634,0.799307333,5.990928848,2.177411621,0.435636198,2246.912934,175.760162,0.653737724,0.148842961,0.097304258
5/22/2021,2021,Pitcher X,Right,2,3,Left,1,0,0,FASTBALL,91.90392103,20.37616355,1.050319799,6.763054465,0.75430734,6.135018006,2.430594594,-0.018150388,2158.386818,197.1501253,0.508349359,0.08287733,0.042130638
5/22/2021,2021,Pitcher X,Right,2,3,Left,2,0,1,CHANGEUP,84.38769878,12.46845001,17.84465155,6.641997719,0.823949271,5.987827969,0.015680009,0.497898098,1363.295626,222.3301344,0.024058374,0.942308962,0.022670421
5/22/2021,2021,Pitcher X,Right,2,3,Left,3,1,1,FASTBALL,92.19913361,21.92040204,2.983057646,6.697164611,0.777363256,6.021432374,3.24200368,-0.51154429,2205.675872,197.4487097,0.910970271,0.168472603,0.153473533
5/22/2021,2021,Pitcher X,Right,2,4,Right,1,0,0,CUTTER,89.54613306,10.763466,-2.770060382,6.726211519,0.813368554,5.96772512,0.592210968,0.110911412,2311.073737,178.799673,0.037952632,0.932564497,0.035393277
5/22/2021,2021,Pitcher X,Right,2,4,Right,2,1,0,CHANGEUP,82.51558239,9.795559101,13.11507352,6.604423397,0.770848095,6.035496876,1.535750471,0.864322622,1287.39325,219.1825221,0.553711534,0.64195931,0.355460274
5/22/2021,2021,Pitcher X,Right,2,4,Right,3,1,1,CURVEBALL,77.2653679,-13.18162571,-12.28565462,6.756167483,0.703971164,6.00449386,0.963657206,0.092951133,2668.32674,26.13811764,0.498108178,0.582364321,0.290080431
5/22/2021,2021,Pitcher X,Right,2,4,Right,4,2,1,CUTTER,88.45300849,8.067523362,-6.921403923,6.792591187,0.615914743,6.009199223,2.546663729,-0.554793797,2302.164829,171.3602229,0.905579746,0.124688625,0.112915494
5/22/2021,2021,Pitcher X,Right,2,5,Left,1,0,0,CURVEBALL,75.12483801,-15.13308816,-7.823690789,6.904797015,0.801158154,5.82782279,2.242780318,0.884056226,2686.538086,26.45737501,0.09430486,0.17201601,0.016221946
5/22/2021,2021,Pitcher X,Right,2,6,Right,1,0,0,FASTBALL,91.9430156,19.90776332,2.648378126,6.832287179,0.82685961,5.899739941,2.661811124,-0.591593238,2134.926905,194.9995588,0.505207002,0.25041768,0.126512765
5/22/2021,2021,Pitcher X,Right,2,6,Right,2,0,1,FASTBALL,92.01174015,19.2017341,0.658975284,6.796714538,0.504068364,6.042259484,2.048220076,-0.670646064,2074.614593,191.9195727,0.588332295,0.198503584,0.116786069
5/22/2021,2021,Pitcher X,Right,2,6,Right,3,0,2,CUTTER,85.19929129,5.691134208,-6.668790837,6.850639073,0.602345213,5.963137063,2.031403215,-1.247024546,2206.845304,160.9843938,0.722163439,0.210796848,0.152229777
5/22/2021,2021,Pitcher X,Right,2,6,Right,4,1,2,FASTBALL,91.85692034,19.18260488,1.934473445,6.665508022,0.712625199,6.13055357,0.764937635,0.622579316,2145.811448,198.8400386,0.021931233,0.603977799,0.013245978
5/22/2021,2021,Pitcher X,Right,2,6,Right,5,2,2,FASTBALL,90.91757759,17.94046403,3.172343975,6.715563457,0.689800078,6.063352225,2.478590329,0.540234285,2073.579503,195.9941969,0.942292392,0.060789954,0.057281911
5/22/2021,2021,Pitcher X,Right,2,7,Right,1,0,0,FASTBALL,93.0683965,18.81868192,2.627105233,6.793307523,0.687846946,6.172088221,2.495102221,-0.848007131,2113.344393,193.5361904,0.316873461,0.221117198,0.070066172
5/22/2021,2021,Pitcher X,Right,2,7,Right,2,0,1,CHANGEUP,83.50602135,6.013204536,14.46707199,6.683283621,0.771670155,6.044744806,1.483546014,1.343389388,1305.920869,218.6179654,0.300750703,0.73334378,0.220553657
5/22/2021,2021,Pitcher X,Right,2,7,Right,3,1,1,CUTTER,88.61739064,7.328083407,-6.55887211,6.825359207,0.676158491,5.670240252,2.36808314,-0.405644562,2320.804656,154.4644777,0.920854509,0.12138626,0.111779085
5/28/2021,2021,Pitcher X,Right,1,1,Left,1,0,0,FASTBALL,92.21058086,19.77474539,-0.289657026,6.961582577,0.789085777,5.96560887,3.489963683,0.349192048,1996.163038,195.3783136,0.325565845,0.296736717,0.09660734
5/28/2021,2021,Pitcher X,Right,1,1,Left,2,0,1,CHANGEUP,82.48126211,7.251816589,13.60861393,6.803949954,0.915136942,5.895563969,1.837315755,0.790567524,1291.524959,223.0833301,0.857829452,0.282892138,0.242673207
5/28/2021,2021,Pitcher X,Right,1,2,Right,1,0,0,FASTBALL,92.58071303,18.6392168,3.676086084,6.93384628,0.722085855,5.937761355,1.117354675,-0.097340335,2067.283162,201.7562309,0.056260023,0.18478778,0.010396165
5/28/2021,2021,Pitcher X,Right,1,2,Right,2,1,0,FASTBALL,92.4436067,19.84118621,2.594087597,6.986301739,0.779098012,5.859274268,2.916492568,-0.087599829,2151.308244,199.7827686,0.826147974,0.231896937,0.191581184
5/28/2021,2021,Pitcher X,Right,1,2,Right,3,1,1,CUTTER,90.52640957,9.434407622,-3.297602856,6.942138303,0.631922833,6.070430159,1.538893774,-0.2135879,2277.39876,181.0948853,0.799110413,0.169535145,0.1354773
5/28/2021,2021,Pitcher X,Right,1,2,Right,4,1,2,FASTBALL,92.27196833,20.88671213,4.904855619,6.879931842,0.815606109,6.119524066,3.02987893,1.22238304,2064.587344,196.3211188,0.356025517,0.097478211,0.03470473
5/28/2021,2021,Pitcher X,Right,1,2,Right,5,1,2,FASTBALL,91.40444569,22.36326909,2.398623579,6.835592942,0.870606913,6.026129318,2.900774971,0.65329148,2094.027014,198.1573345,0.873481214,0.159032106,0.138911557
5/28/2021,2021,Pitcher X,Right,1,3,Left,1,0,0,FASTBALL,92.35499759,21.90286566,5.215329327,6.951438304,0.906028414,5.91910055,2.707753856,1.16707315,2178.452132,194.2390649,0.054109957,0.230086714,0.012449982
5/28/2021,2021,Pitcher X,Right,1,3,Left,2,1,0,FASTBALL,92.4084555,21.04917051,5.947566104,6.904976168,0.7734,6.001593548,3.464344645,-0.38378558,2153.446787,195.7970337,0.684684098,0.280702114,0.192192274
5/28/2021,2021,Pitcher X,Right,1,3,Left,3,1,1,FASTBALL,92.79855099,20.93825627,6.030573658,6.994006835,0.810825159,5.953643058,3.781419403,-0.627709314,2133.457123,197.2893791,0.570162237,0.404066116,0.23038324
5/28/2021,2021,Pitcher X,Right,1,3,Left,4,2,1,FASTBALL,93.03448157,21.5450823,6.584722414,6.906379391,0.810311124,6.054447214,2.263179533,-0.673624558,2136.901475,199.4215444,0.773124099,0.085291192,0.065940676
5/28/2021,2021,Pitcher X,Right,1,3,Left,5,2,2,FASTBALL,93.95085722,21.07403245,7.245565485,6.948838895,0.78209567,5.909895915,3.188666059,-0.621836684,2140.149154,198.7554407,0.92626369,0.161256567,0.149366102
5/28/2021,2021,Pitcher X,Right,2,1,Right,1,0,0,CURVEBALL,76.00286145,-11.91464718,-9.906621491,7.019598381,0.734405699,5.869165324,3.706743437,0.908721269,2544.292715,22.50735557,0.010894021,0.108773738,0.001184983
5/28/2021,2021,Pitcher X,Right,2,1,Right,2,1,0,FASTBALL,91.03683624,18.29181115,0.458500595,6.835327554,0.93951314,6.063280809,3.573671535,1.082698494,1977.991656,197.1872589,0.086331561,0.320218891,0.027644997
5/28/2021,2021,Pitcher X,Right,2,1,Right,3,2,0,CUTTER,88.84167101,7.95706679,-5.612485958,6.890330639,0.728592438,6.002406819,2.980802379,-0.463012471,2250.382008,173.2266264,0.678277135,0.169302925,0.114834303
5/28/2021,2021,Pitcher X,Right,2,1,Right,4,2,1,CUTTER,90.2515633,8.057669166,-3.376833056,6.88777647,0.678982228,5.994061621,1.287248678,-0.690729306,2211.227847,183.7941457,0.634465516,0.476346791,0.302225612
5/28/2021,2021,Pitcher X,Right,2,1,Right,5,3,1,CUTTER,88.67068807,7.566601077,-7.519377732,6.896907787,0.722736026,6.031686541,2.857878106,-0.65707226,2308.462592,163.9096321,0.811782002,0.177693382,0.144248289
5/28/2021,2021,Pitcher X,Right,2,1,Right,6,3,2,FASTBALL,93.67125935,18.84704976,2.35058206,6.930437088,0.559272007,5.95962755,2.500778759,-0.155746267,2154.532522,200.194074,0.985047817,0.134569749,0.132557638
5/28/2021,2021,Pitcher X,Right,2,2,Left,1,0,0,CURVEBALL,76.76180212,-13.95555695,-9.645558881,6.911905025,0.942132913,5.899730359,2.273362591,0.7594379,2596.540321,25.98513495,0.11289876,0.117176719,0.013229106
5/28/2021,2021,Pitcher X,Right,2,2,Left,2,0,1,CUTTER,90.46722617,7.758477305,-5.289920399,6.865457541,1.098070708,5.860238185,2.85987968,0.402397115,2165.97107,181.8264693,0.737545788,0.196324363,0.144798207
5/28/2021,2021,Pitcher X,Right,2,2,Left,3,0,2,CUTTER,91.41294839,9.384228949,-8.196960572,6.820181726,0.985653851,6.018560828,2.015556134,0.645854347,2265.60847,188.2136014,0.531767428,0.111906402,0.059508179
5/28/2021,2021,Pitcher X,Right,2,3,Right,1,0,0,FASTBALL,93.20309799,19.05951601,-0.477687332,6.94065468,0.735953286,5.937422439,2.5988568,-0.595269857,2099.569372,197.9577253,0.51824224,0.213371411,0.110578078
5/28/2021,2021,Pitcher X,Right,2,3,Right,2,0,1,CURVEBALL,78.40849674,-11.58496726,-12.85552927,6.966814219,0.529647859,5.833792694,2.041580873,-1.113139183,2685.087794,27.40016768,0.420187235,0.432406485,0.181691685
5/28/2021,2021,Pitcher X,Right,3,1,Left,1,0,0,FASTBALL,90.61020176,19.0020095,3.209923133,6.907129975,0.756607411,6.030844105,2.796396897,0.166615496,2069.982642,196.6190147,5.63E-01,0.125296488,7.05E-02
5/28/2021,2021,Pitcher X,Right,3,1,Left,2,0,1,FASTBALL,91.54231258,20.22252687,2.201808809,6.903699338,0.886023428,5.869969723,3.666977089,-0.029836817,2142.096336,196.7469968,0.768803775,0.405205965,0.311523876
5/28/2021,2021,Pitcher X,Right,3,1,Left,3,0,2,CUTTER,89.69208714,11.05661852,-7.000091411,6.918785607,0.850920111,5.923999597,2.382293743,-0.872535844,2353.644768,183.7882799,0.873820901,0.103858687,0.090753891
5/28/2021,2021,Pitcher X,Right,3,2,Left,1,0,0,FASTBALL,91.8840112,19.9157509,3.150528821,6.934305478,0.784933745,5.929400734,2.58693683,0.138234001,2098.73109,199.6835073,0.525160968,0.102058291,0.053597031
5/28/2021,2021,Pitcher X,Right,3,3,Right,1,0,0,FASTBALL,93.15772273,20.19053135,0.715672888,6.959524896,0.744401218,5.954602115,1.857336464,-0.381940694,2137.452266,197.3170249,0.305455267,0.137761027,0.042079831
5/28/2021,2021,Pitcher X,Right,3,3,Right,2,0,1,CUTTER,89.18125109,9.950858718,-5.219224976,7.034766276,0.613282372,5.806461537,2.154471663,-1.220394447,2240.37414,170.7435697,0.541031778,0.244325981,0.13218812
5/28/2021,2021,Pitcher X,Right,3,3,Right,3,1,1,CUTTER,90.06589147,9.634187916,-7.307931062,6.964029646,0.778949766,5.894658123,3.900234587,0.034480292,2241.886704,166.8900884,0.290099502,0.598140717,0.173520324
5/28/2021,2021,Pitcher X,Right,3,3,Right,4,2,1,FASTBALL,93.31137561,18.63750721,0.771809275,6.898557018,0.655308852,6.025481118,2.074189389,0.36364231,2092.102301,192.2708454,0.800463974,0.10049247,0.080440602
5/28/2021,2021,Pitcher X,Right,3,3,Right,5,2,2,CHANGEUP,84.02108772,7.916936131,13.8237042,6.800074696,0.765139632,5.93787755,0.338181279,-0.009233838,1301.617949,219.6154883,0.182012454,0.934734344,0.170133292
5/28/2021,2021,Pitcher X,Right,3,3,Right,6,3,2,FASTBALL,94.33245298,17.53464218,-0.882310224,6.877941737,0.631857914,6.020482214,2.561028418,-0.493448991,2100.077057,198.4893309,0.980472744,0.13396582,0.131349835
5/28/2021,2021,Pitcher X,Right,3,4,Left,1,0,0,CURVEBALL,77.96128442,-12.34350495,-6.238750072,6.82046868,0.871316472,5.982973195,1.834504116,0.793072293,2564.72871,29.81472622,0.174484253,0.197877735,0.034526549
5/28/2021,2021,Pitcher X,Right,4,1,Right,1,0,0,CUTTER,88.48620888,8.831255441,-9.06587331,6.950972271,0.775970829,6.001977762,1.20914358,-1.621773496,2309.982714,182.3849537,0.174954757,0.97676748,0.170890117
5/28/2021,2021,Pitcher X,Right,4,1,Right,2,1,0,CUTTER,89.67148511,11.37511293,-5.890985986,6.947442659,0.721586116,6.029582086,2.14701989,-0.512773061,2263.150969,176.4367483,0.801568747,0.139826283,0.112080378
5/28/2021,2021,Pitcher X,Right,4,2,Left,1,0,0,FASTBALL,90.73044004,17.98676435,-2.943963177,6.870669659,0.792993637,5.991306337,5.713114726,-0.605274326,2029.983505,190.8439276,0.001011054,0.630605817,0.000637576
5/28/2021,2021,Pitcher X,Right,4,2,Left,2,1,0,CHANGEUP,81.87935497,5.423904376,12.36753815,6.714376979,0.818361587,5.925826418,3.479996489,0.92817571,1238.992044,220.6510279,0.049665712,0.269531727,0.013386485
5/28/2021,2021,Pitcher X,Right,4,2,Left,3,2,0,FASTBALL,90.91537425,18.27791715,-2.060844157,6.866621953,0.892808183,6.008089874,4.093982837,0.83618329,2041.43149,198.2790812,0.01155645,0.651514828,0.007529199
5/28/2021,2021,Pitcher X,Right,4,2,Left,4,3,0,FASTBALL,91.71710581,18.56563683,-0.353698931,6.960753448,0.776535062,5.843773066,2.709652366,0.471668011,2078.218082,194.8923282,0.046565142,0.11669796,0.005434057
5/28/2021,2021,Pitcher X,Right,4,2,Left,5,3,1,FASTBALL,92.28733874,18.88137066,0.043878014,6.916359547,0.893142679,5.833654073,3.592258344,0.374682896,2125.397637,200.8279662,0.483749002,0.306767881,0.148398656
